Room Code,Day,Free From,Free Till
SW105,Tue,08:00,09:00
SW105,Tue,16:00,17:00
SW105,Wed,08:00,09:00
SW105,Wed,14:00,17:00
SW105,Fri,08:00,09:00
SW105,Fri,12:00,17:00
SW106,Mon,08:00,10:00
SW106,Mon,12:00,14:00
SW106,Mon,16:00,17:00
SW106,Tue,08:00,10:00
SW106,Tue,16:00,17:00
SW106,Wed,08:00,10:00
SW106,Wed,14:00,17:00
SW106,Fri,08:00,13:00
SW107,Mon,08:00,09:00
SW107,Tue,08:00,10:00
SW107,Tue,14:00,15:00
SW107,Tue,16:00,17:00
SW107,Wed,08:00,10:00
SW107,Wed,12:00,13:00
SW107,Wed,15:00,17:00
SW107,Fri,08:00,10:00
SW107,Fri,12:00,13:00
SW107,Fri,14:00,15:00
SW107,Fri,16:00,17:00
SW108,Mon,08:00,10:30
SW108,Mon,13:30,17:00
SW108,Tue,08:00,09:00
SW108,Tue,13:00,14:00
SW108,Tue,16:00,17:00
SW108,Wed,08:00,10:00
SW108,Wed,16:00,17:00
SW108,Fri,08:00,10:00
SW108,Fri,12:00,17:00
SW109,Mon,08:00,10:00
SW109,Mon,12:00,14:00
SW109,Mon,16:00,17:00
SW109,Tue,08:00,15:00
SW109,Tue,16:00,17:00
SW109,Wed,08:00,10:00
SW109,Wed,14:00,17:00
SW109,Fri,08:00,13:00
SW109,Fri,15:00,17:00
SW203,Mon,08:00,14:00
SW203,Mon,16:00,17:00
SW203,Wed,08:00,13:00
SW203,Wed,14:00,17:00
SW601a,Mon,08:00,09:00
SW601a,Mon,11:00,13:00
SW601a,Mon,15:00,17:00
SW601a,Tue,08:00,09:00
SW601a,Tue,13:00,17:00
SW601a,Wed,08:00,09:00
SW601a,Wed,11:00,13:00
SW601a,Fri,08:00,10:00
SW601a,Fri,15:00,16:00
SW601b,Mon,08:00,10:00
SW601b,Mon,15:00,17:00
SW601b,Tue,08:00,13:00
SW601b,Wed,08:00,10:00
SW601b,Wed,12:00,13:00
SW601b,Fri,08:00,13:00
SW601b,Fri,15:00,16:00
TG108,Mon,08:00,13:30
TG108,Tue,08:00,13:30
TG108,Fri,08:00,13:30
TG223,Mon,08:00,09:00
TG223,Mon,10:00,15:00
TG223,Mon,16:00,17:00
TG223,Tue,08:00,09:00
TG223,Wed,08:00,10:00
TG223,Wed,12:00,17:00
TG223,Fri,08:00,12:00
TG223,Fri,13:00,17:00
TG227,Mon,08:00,11:00
TG227,Mon,16:00,17:00
TG227,Tue,08:00,10:00
TG227,Tue,12:00,13:00
TG227,Tue,15:00,17:00
TG227,Wed,08:00,09:00
TG227,Wed,10:00,17:00
TG227,Fri,08:00,10:00
TG227,Fri,13:00,14:00
TG227,Fri,16:00,17:00
TG310,Mon,08:00,11:00
TG310,Mon,12:00,13:00
TG310,Mon,14:00,15:00
TG310,Mon,16:00,17:00
TG310,Tue,08:00,10:00
TG310,Tue,16:00,17:00
TG310,Wed,08:00,10:00
TG310,Wed,12:00,14:00
TG310,Wed,15:00,17:00
TG310,Fri,08:00,09:00
TG310,Fri,13:00,14:00
TG310,Fri,15:00,17:00
TG312,Mon,08:00,09:00
TG312,Tue,08:00,09:00
TG312,Wed,08:00,09:00
TG312,Wed,10:00,14:00
TG312,Wed,15:00,17:00
TG312,Fri,08:00,09:00
TG312,Fri,12:00,13:00
TG312,Fri,16:00,17:00
TG314,Mon,08:00,09:00
TG314,Mon,11:00,12:00
TG314,Mon,16:00,17:00
TG314,Tue,08:00,10:00
TG314,Tue,12:00,13:00
TG314,Fri,08:00,09:00
TG314,Fri,13:00,17:00
TL324,Mon,08:00,10:00
TL324,Tue,08:00,10:00
TL324,Wed,08:00,10:00
TL324,Wed,14:00,15:00
TL324,Fri,08:00,10:00
TL324,Fri,12:00,12:30
TL328,Mon,08:00,10:00
TL328,Mon,13:00,14:00
TL328,Tue,08:00,09:00
TL328,Tue,12:00,13:00
TL328,Wed,08:00,09:00
TL328,Fri,08:00,10:00
TL328,Fri,15:00,17:00
TL329,Mon,08:00,09:00
TL329,Mon,13:00,14:00
TL329,Tue,08:00,10:00
TL329,Tue,16:00,17:00
TL329,Wed,08:00,10:00
TL329,Wed,13:00,14:00
TL329,Fri,08:00,09:30
TL329,Fri,13:30,17:00
TL330,Mon,08:00,10:00
TL330,Mon,11:00,12:00
TL330,Mon,14:00,17:00
TL330,Tue,08:00,10:00
TL330,Tue,13:00,17:00
TL330,Wed,08:00,11:00
TL330,Wed,13:00,17:00
TL330,Fri,08:00,10:00
TL330,Fri,13:00,17:00
TL423,Mon,08:00,09:00
TL423,Tue,08:00,09:00
TL423,Wed,08:00,09:00
TL423,Wed,13:00,14:00
TL423,Fri,08:00,11:00
TL455,Mon,08:00,10:00
TL455,Mon,16:00,17:00
TL455,Tue,08:00,10:00
TL455,Wed,08:00,10:00
TL455,Wed,14:00,15:00
TL455,Wed,16:00,17:00
TL455,Fri,08:00,09:00
TL455,Fri,12:00,13:00
TL551b,Mon,08:00,10:00
TL551b,Mon,14:00,15:00
TL551b,Tue,08:00,10:00
TL551b,Wed,08:00,11:00
TL551b,Wed,12:00,17:00
TL551b,Fri,08:00,09:00
TL553,Mon,08:00,10:00
TL553,Mon,12:00,14:30
TL553,Mon,16:30,17:00
TL553,Tue,08:00,10:00
TL553,Tue,12:00,13:00
TL553,Wed,08:00,10:00
TL553,Fri,08:00,11:00
TL553,Fri,12:00,13:00
TL556,Mon,08:00,10:00
TL556,Mon,11:00,12:00
TL556,Mon,14:00,17:00
TL556,Tue,08:00,10:00
TL556,Tue,12:00,13:00
TL556,Wed,08:00,10:00
TL556,Fri,08:00,10:00
TL557,Tue,08:00,09:00
TL557,Tue,13:00,14:00
TL557,Tue,16:00,17:00
TL557,Wed,08:00,10:00
TL557,Fri,08:00,10:00
TL560,Mon,08:00,11:00
TL560,Tue,08:00,09:00
TL560,Tue,11:00,14:00
TL560,Wed,08:00,10:00
TL560,Fri,08:00,09:00
TL560,Fri,12:00,14:00
TL563,Mon,08:00,10:00
TL563,Mon,11:00,12:00
TL563,Mon,13:00,17:00
TL563,Tue,08:00,10:00
TL563,Tue,13:00,14:00
TL563,Tue,16:00,17:00
TL563,Wed,08:00,10:00
TL563,Fri,08:00,10:00
TL565,Mon,08:00,10:00
TL565,Mon,16:00,17:00
TL565,Tue,08:00,10:00
TL565,Tue,13:00,14:00
TL565,Wed,08:00,10:00
TL565,Fri,08:00,11:00
TL651,Mon,08:00,10:00
TL651,Mon,12:00,14:00
TL651,Tue,08:00,09:00
TL651,Tue,12:00,13:00
TL651,Wed,08:00,09:00
TL651,Wed,12:00,12:30
TL651,Wed,13:30,14:00
TL651,Wed,16:00,17:00
TL651,Fri,08:00,10:00
TL651,Fri,13:00,13:30
TL652,Mon,08:00,10:00
TL652,Mon,12:00,14:00
TL652,Tue,08:00,09:00
TL652,Tue,13:00,14:00
TL652,Tue,15:30,17:00
TL652,Wed,08:00,10:00
TL652,Wed,14:00,15:00
TL652,Fri,08:00,09:00
TL652,Fri,12:00,13:00
TL652,Fri,15:00,17:00
TL655,Mon,08:00,11:00
TL655,Mon,13:00,14:00
TL655,Mon,16:00,17:00
TL655,Tue,08:00,10:00
TL655,Tue,13:00,14:00
TL655,Tue,15:00,16:00
TL655,Wed,08:00,10:00
TL655,Fri,08:00,10:00
TL655,Fri,12:00,14:00
TL657,Mon,08:00,10:00
TL657,Mon,14:00,17:00
TL657,Tue,08:00,10:00
TL657,Tue,12:00,13:00
TL657,Wed,08:00,10:00
TL657,Fri,08:00,11:00
TL657,Fri,13:00,17:00
TL660,Mon,08:00,10:00
TL660,Tue,08:00,10:00
TL660,Wed,08:00,10:00
TL660,Fri,08:00,10:00
TL660,Fri,15:00,17:00
TL662,Mon,08:00,11:00
TL662,Mon,13:00,14:00
TL662,Mon,16:00,17:00
TL662,Tue,08:00,10:00
TL662,Wed,08:00,09:00
TL662,Fri,08:00,10:00
TL662,Fri,16:00,17:00
WC106,Mon,08:00,14:00
WC106,Mon,16:00,17:00
WC202,Wed,08:00,13:00
WC202,Wed,15:00,15:30
WC301,Tue,08:00,10:00
WC301,Tue,13:00,17:00
WC301,Fri,08:00,14:00
WC301,Fri,16:00,17:00
